country,points,price,province,region_1,taster_name,title,variety,winery
France,86,NA,Bordeaux,Bordeaux Blanc,Roger Voss,Château Lauduc 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Lauduc
US,87,40,California,Napa Valley,NA,Luke Donald 2010 Red (Napa Valley),Bordeaux-style Red Blend,Luke Donald
US,91,30,California,Sonoma County,NA,Rodney Strong 2005 Reserve Chardonnay (Sonoma County),Chardonnay,Rodney Strong
Italy,87,18,Northeastern Italy,Vigneti delle Dolomiti,Kerin O’Keefe,La Vis 2012 Rover Teroldego (Vigneti delle Dolomiti),Teroldego,La Vis
Italy,87,NA,Sicily & Sardinia,Sicilia,Kerin O’Keefe,Feudo Disisa 2008 Krysos Grillo (Sicilia),Grillo,Feudo Disisa
France,89,NA,Champagne,Champagne,Roger Voss,Tarlant NV Rosé Zéro Extra Brut  (Champagne),Champagne Blend,Tarlant
Italy,87,20,Tuscany,Chianti Classico,NA,Terrabianca 2000 Scassino  (Chianti Classico),Sangiovese,Terrabianca
Italy,90,20,Northeastern Italy,Alto Adige Valle Isarco,Kerin O’Keefe,Abbazia di Novacella 2012 Müller-Thurgau (Alto Adige Valle Isarco),Müller-Thurgau,Abbazia di Novacella
Chile,86,10,Maipo Valley,NA,Michael Schachner,Cousiño-Macul 2015 Chardonnay (Maipo Valley),Chardonnay,Cousiño-Macul
France,90,22,Alsace,Alsace,Anne Krebiehl MW,Emile Beyer 2015 Tradition Riesling (Alsace),Riesling,Emile Beyer
Italy,86,28,Southern Italy,Fiano di Avellino,Kerin O’Keefe,Terredora 2012 Campore  (Fiano di Avellino),Fiano,Terredora
France,90,38,Alsace,Alsace,Anne Krebiehl MW,Domaine Charles Frey 2013 Clos St Sebastien Gewurztraminer (Alsace),Gewürztraminer,Domaine Charles Frey
Italy,86,12,Sicily & Sardinia,Sicilia,NA,Principi di Spadafora 2011 Rosato (Sicilia),Rosato,Principi di Spadafora
Ukraine,85,9,Ukraine,NA,Jeff Jenssen,Koblevo NV Reserve Chardonnay (Ukraine),Chardonnay,Koblevo
South Africa,86,9,Swartland,NA,Lauren Buzzeo,Riebeek Cellars 2010 Collection Chardonnay (Swartland),Chardonnay,Riebeek Cellars
Spain,88,14,Northern Spain,Rioja,Michael Schachner,Obalo 2012  Rioja,Tempranillo,Obalo
Argentina,86,9,Other,Tulum Valley,Michael Schachner,Callia 2013 Alta Torrontés (Tulum Valley),Torrontés,Callia
US,90,27,New York,Finger Lakes,Anna Lee C. Iijima,Keuka Lake Vineyards 2014 Estate Grown and Bottled Evergreen Lek Vineyard Dry Riesling (Finger Lakes),Riesling,Keuka Lake Vineyards
Romania,85,12,Dealu Mare,NA,Susan Kostrzewa,Byzantium 2005 Rosso di Valachia Red (Dealu Mare),Red Blend,Byzantium
New Zealand,91,27,Martinborough,NA,Joe Czerwinski,Ata Rangi 2007 Sauvignon Blanc (Martinborough),Sauvignon Blanc,Ata Rangi
Italy,92,30,Tuscany,Toscana,NA,Renieri 2009 Regina di Renieri Syrah (Toscana),Syrah,Renieri
Portugal,85,12,Lisboa,NA,Roger Voss,Quinta do Conde 2015 Quinta Vista Red (Lisboa),Portuguese Red,Quinta do Conde
France,84,17,Bordeaux,Bordeaux,Roger Voss,Cordier 2015 Enjoy la Vie  (Bordeaux),Bordeaux-style Red Blend,Cordier
Portugal,92,32,Ribatejano,NA,Roger Voss,Falua 2005 Conde de Vimioso Reserva Red (Ribatejano),Portuguese Red,Falua
Italy,88,NA,Veneto,Prosecco di Conegliano e Valdobbiadene,NA,Valdo NV Brut Cuvée del Fondatore  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Valdo
France,88,17,Alsace,Alsace,Anne Krebiehl MW,Wolfberger 2015 Gewurztraminer (Alsace),Gewürztraminer,Wolfberger
US,87,16,New York,Finger Lakes,Anna Lee C. Iijima,Stony Lonesome 2011 Estate Reserve Grüner Veltliner (Finger Lakes),Grüner Veltliner,Stony Lonesome
US,86,16,New York,Finger Lakes,Anna Lee C. Iijima,Atwater 2009 Riewürz White (Finger Lakes),White Blend,Atwater
US,88,26,Oregon,Columbia Gorge (OR),Paul Gregutt,Phelps Creek 2006 Becky's Cuvée Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Phelps Creek
US,90,32,California,Shenandoah Valley (CA),Jim Gordon,Wilderotter 2014 Petite Sirah (Shenandoah Valley (CA)),Petite Sirah,Wilderotter
US,89,27,California,California,Jim Gordon,Prospect 772 2013 Black Tie Charlie Red (California),Red Blend,Prospect 772
Spain,92,48,Northern Spain,Bierzo,Michael Schachner,Dominio de Tares 2007 Bembibre Mencía (Bierzo),Mencía,Dominio de Tares
Italy,91,33,Tuscany,Pomino,Kerin O’Keefe,Marchesi de' Frescobaldi 2011 Pinot Nero (Pomino),Pinot Nero,Marchesi de' Frescobaldi
France,94,NA,Bordeaux,Saint-Julien,Roger Voss,Château Saint-Pierre 2012 Barrel Sample  (Saint-Julien),Bordeaux-style Red Blend,Château Saint-Pierre
US,88,65,California,Napa Valley,NA,Pure Cru 2009 PureCoz Red (Napa Valley),Red Blend,Pure Cru
US,91,48,California,Edna Valley,Matt Kettmann,Chêne 2014 Pinot Noir (Edna Valley),Pinot Noir,Chêne
US,88,28,Washington,Columbia Valley (WA),Sean P. Sullivan,Novelty Hill 2013 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Sangiovese,Novelty Hill
US,91,28,Washington,Yakima Valley,Paul Gregutt,McCrea 2007 Boushey Vineyard Sirocco Blanc White (Yakima Valley),White Blend,McCrea
US,96,30,Oregon,Willamette Valley,Paul Gregutt,Sineann 2015 TFL Pinot Noir (Willamette Valley),Pinot Noir,Sineann
Israel,92,56,Judean Hills,NA,Mike DeSimone,Recanati 2013 Wild Reserve Carignan (Judean Hills),Carignan,Recanati
US,86,18,California,Santa Lucia Highlands,NA,Lucy 2012 Rosé of Pinot Noir Rosé (Santa Lucia Highlands),Rosé,Lucy
France,86,14,Loire Valley,Saumur,Roger Voss,Cave de Saumur 2014 Réserve des Vignerons  (Saumur),Chenin Blanc,Cave de Saumur
Croatia,91,33,Istria,NA,Jeff Jenssen,Trapan 2013 Terra Mare Teran (Istria),Teran,Trapan
US,94,36,California,California,Matt Kettmann,Nelle 2014 Grenache (California),Grenache,Nelle
South Africa,83,5,Western Cape,NA,Lauren Buzzeo,Chaza NV Moscato (Western Cape),Moscato,Chaza
Italy,90,125,Veneto,Amarone della Valpolicella Classico,Kerin O’Keefe,Zenato 2007 Sergio Zenato Riserva  (Amarone della Valpolicella Classico),Red Blend,Zenato
South Africa,87,45,Stellenbosch,NA,NA,Gilga 2000 Shiraz (Stellenbosch),Shiraz,Gilga
US,88,42,California,Napa Valley,NA,Hunnicutt 2011 Fearless Red (Napa Valley),Red Blend,Hunnicutt
US,93,53,Washington,Walla Walla Valley (WA),Paul Gregutt,Dusted Valley 2008 Tall Tales Syrah (Walla Walla Valley (WA)),Syrah,Dusted Valley
France,90,45,Champagne,Champagne,Roger Voss,Deutz NV Brut Classic  (Champagne),Champagne Blend,Deutz
France,86,10,France Other,Vin Mousseux,Roger Voss,Marquis de la Tour NV Brut White (Vin Mousseux),White Blend,Marquis de la Tour
US,89,42,California,Santa Barbara County,Matt Kettmann,Longoria 2011 Evidence Red (Santa Barbara County),Bordeaux-style Red Blend,Longoria
France,86,NA,Burgundy,Coteaux Bourguignons,Roger Voss,Domaine Céline et Frédéric Gueguen 2014 Cépage Confidentiel  (Coteaux Bourguignons),Sacy,Domaine Céline et Frédéric Gueguen
Chile,87,11,Colchagua Valley,NA,Michael Schachner,Autoritas 2014 Reserva Malbec (Colchagua Valley),Malbec,Autoritas
US,91,42,California,Paso Robles,Matt Kettmann,Anglim 2010 Best Barrel Blend Syrah-Mourvèdre (Paso Robles),Syrah-Mourvèdre,Anglim
Italy,90,18,Tuscany,Chianti Classico,Kerin O’Keefe,Vignavecchia 2013  Chianti Classico,Red Blend,Vignavecchia
US,87,25,Washington,Yakima Valley,Sean P. Sullivan,Telaya 2016 Grenache Blanc (Yakima Valley),Grenache Blanc,Telaya
France,94,80,Bordeaux,Barsac,Roger Voss,Château Coutet 2010  Barsac,Bordeaux-style White Blend,Château Coutet
Spain,80,10,Northern Spain,Rioja,Michael Schachner,Bodegas Valdemar 2010 Conde de Valdemar Rosado Rosé (Rioja),Rosé,Bodegas Valdemar
South Africa,87,11,Coastal Region,NA,Susan Kostrzewa,Steenberg 2004 Cabernet Sauvignon (Coastal Region),Cabernet Sauvignon,Steenberg
Portugal,84,NA,Port,NA,Roger Voss,Casal dos Jordões NV Reserve Ruby Lagrima Tinto  (Port),Port,Casal dos Jordões
US,82,25,New York,North Fork of Long Island,Anna Lee C. Iijima,Palmer 2011 Aromatico White (North Fork of Long Island),White Blend,Palmer
Chile,83,14,Colchagua Valley,NA,Michael Schachner,Santa Luz 2015 Reserva Encinos Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Santa Luz
Spain,83,23,Northern Spain,Ribera del Duero,Michael Schachner,Anta 2006 A4 Nuestro Equilibrio  (Ribera del Duero),Tempranillo Blend,Anta
Germany,94,40,Rheingau,NA,Anna Lee C. Iijima,Johannishof 2015 Johannisberger Klaus Spätlese Riesling (Rheingau),Riesling,Johannishof
US,88,16,Washington,Columbia Valley (WA),Paul Gregutt,Patit Creek Cellars 2009 Sagemoor Vineyards Riesling (Columbia Valley (WA)),Riesling,Patit Creek Cellars
US,93,60,Oregon,Dundee Hills,Paul Gregutt,Patricia Green Cellars 2015 Balcombe Vineyard Block 1B Pinot Noir (Dundee Hills),Pinot Noir,Patricia Green Cellars
US,90,41,California,Santa Maria Valley,NA,Testarossa 2011 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa
Spain,90,NA,Catalonia,Priorat,Michael Schachner,Ferré I Catasús 2008 Terra de Fic 2 Red (Priorat),Red Blend,Ferré I Catasús
France,84,15,Loire Valley,Saumur,Roger Voss,Alliance Loire 2014 Demoiselle Bleue  (Saumur),Cabernet Franc,Alliance Loire
US,90,55,California,Russian River Valley,Virginie Boone,Ousterhout 2013 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Ousterhout
Italy,88,21,Central Italy,Montepulciano d'Abruzzo,NA,Ciavolich Giuseppe 2010 Donna Ernestina 18  (Montepulciano d'Abruzzo),Montepulciano,Ciavolich Giuseppe
US,90,48,California,Napa Valley,NA,Merryvale 2009 Merlot (Napa Valley),Merlot,Merryvale
Italy,86,14,Tuscany,San Gimignano,NA,San Quirico 2010 Vernaccia (San Gimignano),Vernaccia,San Quirico
Argentina,86,10,Mendoza Province,Mendoza,Michael Schachner,Santa Julia 2012 [+] Malbec (Mendoza),Malbec,Santa Julia
Italy,92,NA,Tuscany,Brunello di Montalcino,NA,Citille di Sopra 2005  Brunello di Montalcino,Sangiovese,Citille di Sopra
US,92,32,California,Santa Lucia Highlands,Matt Kettmann,Joyce 2012 Tondre Grapefield Syrah (Santa Lucia Highlands),Syrah,Joyce
US,92,25,Washington,Red Mountain,Paul Gregutt,Insania 2010 White (Red Mountain),Bordeaux-style White Blend,Insania
Austria,93,66,Kamptal,NA,Anne Krebiehl MW,Schloss Gobelsburg 2013 Lamm Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Schloss Gobelsburg
Spain,90,36,Catalonia,Cava,Michael Schachner,Alta Alella 2011 Privat Laietà Iluro Reserva Brut Nature Rosé Sparkling (Cava),Sparkling Blend,Alta Alella
US,90,90,Washington,Red Mountain,Sean P. Sullivan,Ambassador Vineyard 2014 Estate Grown Sunset VIneyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Ambassador Vineyard
US,90,35,California,Spring Mountain District,Virginie Boone,Keenan 2014 Chardonnay (Spring Mountain District),Chardonnay,Keenan
US,90,30,Oregon,Polk County,NA,Adelsheim 1998 Seven Springs Vineyard Pinot Noir (Polk County),Pinot Noir,Adelsheim
Italy,89,43,Tuscany,Chianti Classico,NA,Castello di Verrazzano 2005 Riserva  (Chianti Classico),Sangiovese,Castello di Verrazzano
Italy,90,30,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,Feudo Arancio 2011 Hedonis Red (Terre Siciliane),Red Blend,Feudo Arancio
US,88,40,California,Santa Lucia Highlands,NA,Windstream 2010 Sarmento Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Windstream
Italy,85,20,Veneto,Prosecco di Conegliano e Valdobbiadene,NA,Bellenda 2008 Miraval Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Bellenda
US,83,25,Oregon,Willamette Valley,Paul Gregutt,Wetzel Estate NV Cuvée Blanc Sparkling (Willamette Valley),Sparkling Blend,Wetzel Estate
US,86,24,California,El Dorado County,Virginie Boone,Morse 2007 Jones Vineyard Syrah (El Dorado County),Syrah,Morse
South Africa,87,13,Coastal Region,NA,Lauren Buzzeo,Porcupine Ridge 2010 Syrah (Coastal Region),Syrah,Porcupine Ridge
Portugal,90,22,Alentejo,NA,Roger Voss,Herdade do Esporão 2006 Private Selection Reserva White (Alentejo),Portuguese White,Herdade do Esporão
US,95,65,California,Anderson Valley,Jim Gordon,FEL 2014 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,FEL
US,88,26,California,Napa Valley,Virginie Boone,Kalaris 2013 Kalaris Family Vineyard Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Kalaris
US,92,49,California,Sonoma Coast,NA,Del Dotto 2011 Cinghiale Vineyard Sauvignon Blanc (Sonoma Coast),Sauvignon Blanc,Del Dotto
France,92,149,Burgundy,Nuits-St.-Georges,Roger Voss,Domaine Jayer-Gilles 2006 Les Hauts Poirets  (Nuits-St.-Georges),Pinot Noir,Domaine Jayer-Gilles
US,87,23,California,Central Coast,Matt Kettmann,Sanford 2013 Flor de Campo Pinot Noir (Central Coast),Pinot Noir,Sanford
US,89,26,New York,Seneca Lake,Anna Lee C. Iijima,Silver Thread 2015 Doyle Fournier Vineyard Riesling (Seneca Lake),Riesling,Silver Thread
Portugal,93,80,Port,NA,Roger Voss,Wiese & Krohn NV 30 Anos Tawny  (Port),Port,Wiese & Krohn
US,84,29,California,Lodi,Jim Gordon,Housley's Century Oak 2013 Judy's Vineyard Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Housley's Century Oak
Chile,82,13,Colchagua Valley,NA,Michael Schachner,Siegel 2014 Crucero Collection Chardonnay (Colchagua Valley),Chardonnay,Siegel
US,84,12,California,California,NA,Korbel NV Chardonnay (California),Chardonnay,Korbel
US,85,25,California,Napa Valley,NA,Hill Wine Company 2011 Black Dog Series Pinot Noir (Napa Valley),Pinot Noir,Hill Wine Company
US,86,20,California,California,Jim Gordon,The Cleaver 2014 Red (California),Red Blend,The Cleaver
US,87,24,California,California,Jim Gordon,Sean Thackrey NV Pleiades XXV Old Vines Red (California),Rhône-style Red Blend,Sean Thackrey
US,88,32,Virginia,Virginia,Anna Lee C. Iijima,Barrel Oak 2009 Reserve Cabernet Franc (Virginia),Cabernet Franc,Barrel Oak
US,83,18,California,Livermore Valley,Virginie Boone,Fenestra 2012 Semonnay Chardonnay-Semillon (Livermore Valley),Chardonnay-Semillon,Fenestra
US,89,40,New York,North Fork of Long Island,Anna Lee C. Iijima,Anthony Nappa 2013 Giallo Sémillon (North Fork of Long Island),Sémillon,Anthony Nappa
France,90,NA,Burgundy,Puligny-Montrachet,Roger Voss,Domaine Jean Monnier et Fils 2010  Puligny-Montrachet,Chardonnay,Domaine Jean Monnier et Fils
Argentina,82,12,Mendoza Province,Mendoza,Michael Schachner,St. Lucas 2006 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,St. Lucas
France,85,20,Loire Valley,Menetou-Salon,Roger Voss,Domaine de l'Ermitage 2014 Cuvée Rosé (Menetou-Salon),Rosé,Domaine de l'Ermitage
US,88,40,California,Napa Valley,Virginie Boone,Whitehall Lane 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Whitehall Lane
US,86,42,California,Sonoma Coast,NA,Peters Family 2006 Sonoma Stage Vineyard Chardonnay (Sonoma Coast),Chardonnay,Peters Family
US,90,20,California,Napa Valley,NA,Raymond 2011 Reserve Selection Chardonnay (Napa Valley),Chardonnay,Raymond
France,92,NA,Bordeaux,Saint-Émilion,Roger Voss,Château Moulin Saint-Georges 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Moulin Saint-Georges
US,91,50,California,Russian River Valley,Virginie Boone,Gros Ventre 2013 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gros Ventre
Spain,86,14,Northern Spain,Somontano,Michael Schachner,Bodegas Pirineos 2004 Parraleta (Somontano),Parraleta,Bodegas Pirineos
France,90,14,Alsace,Alsace,NA,Kuentz-Bas 2008 KB White (Alsace),Alsace white blend,Kuentz-Bas
US,88,14,California,California,Jim Gordon,Marietta Cellars 2016 Old Vine Rosé (California),Rosé,Marietta Cellars
US,90,20,New York,Finger Lakes,Anna Lee C. Iijima,Lucas Vineyards 2012 Limited Reserve Cabernet Franc (Finger Lakes),Cabernet Franc,Lucas Vineyards
Germany,87,80,Baden,NA,Joe Czerwinski,Huber 2007 Alte Reben Trocken Spätburgunder (Baden),Spätburgunder,Huber
US,90,42,California,Sonoma Coast,Virginie Boone,Anaba 2014 Pinot Noir (Sonoma Coast),Pinot Noir,Anaba
US,88,12,California,California,NA,Kendall-Jackson 2008 Vintner's Reserve Sauvignon Blanc (California),Sauvignon Blanc,Kendall-Jackson
France,93,50,Beaujolais,Fleurie,Roger Voss,Lucien Lardy 2015 Les Roches  (Fleurie),Gamay,Lucien Lardy
France,83,13,Beaujolais,Beaujolais-Villages,Roger Voss,Jaffelin 2009  Beaujolais-Villages,Gamay,Jaffelin
Israel,93,40,Galilee,NA,Mike DeSimone,Recanati 2014 Reserve Syrah (Galilee),Syrah,Recanati
US,90,19,Washington,Columbia Valley (WA),Paul Gregutt,Dunham 2011 Three Legged Red (Columbia Valley (WA)),Red Blend,Dunham
Italy,91,25,Northeastern Italy,Alto Adige,Roger Voss,Elena Walch 2001 Cashmere Gewürztraminer (Alto Adige),Gewürztraminer,Elena Walch
US,93,65,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Maison Bleue 2014 Frontiére Waliser Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Maison Bleue
US,94,85,Oregon,Willamette Valley,Paul Gregutt,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),Chardonnay,Big Table Farm
US,84,14,California,Lake County,Virginie Boone,Michael David 2010 Sauvignon Blanc (Lake County),Sauvignon Blanc,Michael David
France,85,12,Languedoc-Roussillon,Corbières,Lauren Buzzeo,Domaine Sainte-Eugénie 2015 Rosé (Corbières),Rosé,Domaine Sainte-Eugénie
Portugal,90,18,Douro,NA,Roger Voss,Poças 2013 Vale de Cavalos Red (Douro),Portuguese Red,Poças
Italy,91,54,Sicily & Sardinia,Etna,NA,Graci 2006 Quota 600  (Etna),Nerello Mascalese,Graci
Australia,84,13,New South Wales,Hunter Valley,Joe Czerwinski,Hope Estate 2009 Verdelho (Hunter Valley),Verdelho,Hope Estate
US,87,20,Oregon,Chehalem Mountains,Paul Gregutt,Freja 2016 Albariño (Chehalem Mountains),Albariño,Freja
Chile,86,13,Colchagua Valley,NA,Michael Schachner,El Huique 2009 Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,El Huique
Italy,93,19,Sicily & Sardinia,Etna,Kerin O’Keefe,Barone di Villagrande 2014  Etna,Red Blend,Barone di Villagrande
Argentina,91,40,Mendoza Province,Mendoza,Michael Schachner,Zolo 2012 Black Malbec (Mendoza),Malbec,Zolo
US,96,150,California,Sonoma Coast,NA,Keller Estate 2005 Precioso Pinot Noir (Sonoma Coast),Pinot Noir,Keller Estate
France,90,19,Bordeaux,Médoc,Roger Voss,Château le Pey 2015  Médoc,Bordeaux-style Red Blend,Château le Pey
France,86,12,Alsace,Alsace,Roger Voss,Domaine Fernand Engel 2011 Réserve Pinot Blanc (Alsace),Pinot Blanc,Domaine Fernand Engel
France,85,12,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,Les Vignerons des Terroirs de la Noëlle 2013 Domaine de l'Aurière Sur Lie  (Muscadet Sèvre et Maine),Melon,Les Vignerons des Terroirs de la Noëlle
US,93,75,California,Santa Lucia Highlands,Matt Kettmann,Talbott 2012 Sarah Case Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Talbott
Italy,91,35,Sicily & Sardinia,Etna,NA,I Custodi 2007 Aetneus  (Etna),Red Blend,I Custodi
Spain,85,10,Northern Spain,Ribera del Duero,Michael Schachner,Vicente Gandia 2014 Dolmo Roble  (Ribera del Duero),Tempranillo,Vicente Gandia
US,85,9,Washington,Columbia Valley (WA),Sean P. Sullivan,StoneCap 2013 Estate Grown Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,StoneCap
Portugal,85,9,Vinho Verde,NA,Roger Voss,Wines & Winemakers 2013 Salsus White (Vinho Verde),Portuguese White,Wines & Winemakers
France,90,25,France Other,Arbois,Roger Voss,Domaine Dugois 2015 Terre de Marne Chardonnay (Arbois),Chardonnay,Domaine Dugois
Italy,86,16,Veneto,Veneto,NA,Il Follo NV Brut Cuvée Rosé Sparkling (Veneto),Sparkling Blend,Il Follo
US,86,50,California,Russian River Valley,NA,Gary Farrell 2008 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,91,64,California,Mendocino,Virginie Boone,Jeriko 2010 Pommard Clone Pinot Noir (Mendocino),Pinot Noir,Jeriko
Israel,87,20,Israel,NA,Mike DeSimone,Jezreel 2016 Dry Rosé (Israel),Rosé,Jezreel
France,92,37,Southwest France,Jurançon,Roger Voss,Château de Rousse 2010 Cuvée Prestige  (Jurançon),Petit Manseng,Château de Rousse
US,90,20,California,Mendocino County,Jim Gordon,Atrea 2016 The Choir White (Mendocino County),White Blend,Atrea
France,86,11,Provence,Coteaux Varois en Provence,Roger Voss,Estandon 2014 Terres de Saint-Louis Rosé (Coteaux Varois en Provence),Rosé,Estandon
Spain,88,30,Northern Spain,Cigales,Michael Schachner,Val de Los Frailes 2006 Prestigio Tempranillo (Cigales),Tempranillo,Val de Los Frailes
US,87,10,California,California,Jim Gordon,Fetzer 2013 Sundial Chardonnay (California),Chardonnay,Fetzer
US,91,25,California,Napa Valley,NA,Acacia 1999 Pinot Noir (Napa Valley),Pinot Noir,Acacia
US,87,45,Washington,Red Mountain,Sean P. Sullivan,Hightower 2013 Estate Red (Red Mountain),Bordeaux-style Red Blend,Hightower
South Africa,92,24,Stellenbosch,NA,Lauren Buzzeo,Jardin 2012 Barrel Fermented Chardonnay (Stellenbosch),Chardonnay,Jardin
Italy,90,70,Piedmont,Barbera d'Asti Superiore,NA,Costa Olmo 2006  Barbera d'Asti Superiore,Barbera,Costa Olmo
Spain,95,50,Northern Spain,Toro,Michael Schachner,Maurodos 2004 San Román  (Toro),Tinta de Toro,Maurodos
US,91,30,Washington,Columbia Valley (WA),Paul Gregutt,Nefarious 2010 The Spinner Red (Columbia Valley (WA)),Red Blend,Nefarious
US,86,19,California,Napa Valley,NA,Black Stallion 2010 Estate Chardonnay (Napa Valley),Chardonnay,Black Stallion
France,91,160,Champagne,Champagne,Roger Voss,Yann Alexandre 2004 Millésime Premier Cru Extra Brut  (Champagne),Champagne Blend,Yann Alexandre
